"Animal","Caption","Age","Depicts_research","Want_as_pet","Seen_in_real_world","Support_conservation","One_word_comment"
"gorilla","informative",25,2,5,4,4,"mountain gorilla in research"
"gorilla","informative",29,4,5,4,5,"monkey looking in the man"
"loris","informative",39,5,1,4,3,"monkey"
"gorilla","informative",24,4,4,5,4,"SHOCK"
"gorilla","informative",38,5,4,4,5,"Willife"
"loris","informative",33,5,3,1,1,"cute"
"loris","informative",33,5,3,1,1,"cute"
"loris","informative",42,5,5,5,4,"very nice"
"loris","informative",42,5,5,5,4,"very nice"
"gorilla","informative",38,2,4,4,4,"THE GORILA SAW THE MAN"
"gorilla","informative",25,4,3,5,5,"wildlife research"
"loris","informative",40,4,4,4,4,"Responsibility"
"loris","no context",29,4,4,5,4,"me with my research subject"
"loris","informative",58,2,4,4,4,"MONKYA"
"loris","informative",58,2,4,4,4,"MONKYA"
"loris","informative",39,4,5,4,4,"training"
"loris","no context",24,3,5,4,4,"good"
"loris","no context",51,5,5,4,4,"very sad"
"gorilla","informative",27,4,4,4,5,"The image is beautiful animals "
"gorilla","no context",32,4,4,4,5,"ONE MAN RESERCH IN GORILLA"
"gorilla","informative",41,5,1,1,1,"gorilla"
"gorilla","no context",25,4,4,4,4,"In this post the gorilla and the man looking together"
"loris","informative",59,2,4,2,5,"Scarifice"
"loris","informative",59,2,4,2,5,"Scarifice"
"gorilla","no context",30,5,5,4,4,"very nice"
"gorilla","no context",30,5,5,4,4,"very nice"
"loris","no context",61,2,1,3,2,"delicate"
"gorilla","no context",28,4,5,4,4,"difficult"
"loris","informative",49,3,2,1,3,"cute"
"loris","informative",49,3,2,1,3,"cute"
"gorilla","informative",37,4,1,1,1,"amazing"
"gorilla","informative",37,4,1,1,1,"amazing"
"gorilla","no context",52,5,5,5,5,"monkey"
"gorilla","informative",59,3,1,1,1,"Insanity"
"gorilla","informative",30,4,1,1,4,"Wildlife research "
"loris","informative",30,5,5,5,4,"animals"
"loris","informative",46,4,4,5,5,"YES"
"gorilla","informative",25,4,4,4,4,"WILD LIFE"
"gorilla","informative",25,4,4,4,4,"WILD LIFE"
"gorilla","informative",33,5,1,2,4,"Natural"
"gorilla","informative",25,5,5,5,5,"Gorilla"
"loris","no context",40,5,5,5,5,"WILDLIFE"
"gorilla","no context",26,4,4,4,4,"research study"
"loris","informative",47,4,5,4,4,"SAVE ANIMALS"
"gorilla","informative",30,2,2,2,1,"good"
"loris","no context",24,5,5,5,5,"fjjj"
"gorilla","no context",37,4,1,1,5,"incredible"
"gorilla","informative",35,4,2,4,4,"great"
"loris","no context",26,5,4,5,5,"Good ones"
"loris","informative",29,4,4,4,4,"All wild animals are captured and safely helpful for research scientist"
"gorilla","no context",55,3,2,2,3,"Monkey"
"loris","no context",33,4,4,2,5,"kind"
"loris","no context",25,4,5,4,5,"animals handling"
"gorilla","no context",25,4,5,4,4,"Gorilla is s very helpful in person life"
"loris","no context",29,5,5,5,5,"the innocent animal"
"loris","informative",30,5,5,4,4,"coril"
"gorilla","no context",25,4,4,5,4,"monkey"
"loris","informative",46,4,4,5,4,"The image is beautiful animals "
"loris","no context",38,1,1,1,4,"Sad"
"gorilla","no context",37,4,2,4,4,"wow"
"gorilla","no context",44,2,1,1,2,"Stupidity"
"loris","no context",27,2,4,5,4,"Inhuman"
"loris","no context",30,4,5,4,4,"Research"
"gorilla","informative",24,4,4,2,4,"none "
"loris","no context",25,4,4,4,5,"The post is very nice"
"gorilla","informative",30,4,2,1,5,"Save"
"loris","no context",36,4,2,3,3,"sad"
"loris","no context",42,4,4,4,4,"good"
"gorilla","no context",21,4,4,4,4,"NOTHING"
"gorilla","no context",30,4,4,5,5,"good"
"loris","informative",30,5,4,4,5,"Good"
"loris","informative",55,4,1,2,4,"animal has big eyes"
"loris","no context",25,4,4,4,4,"baby monkey "
"gorilla","no context",76,4,1,2,3,"Courageous"
"gorilla","informative",34,5,4,5,5,"man and a gorilla"
"gorilla","no context",25,4,2,4,5,"gorilla"
"gorilla","no context",25,4,2,4,5,"gorilla"
"gorilla","no context",36,2,1,2,4,"grumpy"
"gorilla","informative",54,4,5,5,5,"CORILA WAS BEAUTIFUL AND ATTRACTIVE"
"loris","no context",40,3,1,1,4,"odd"
"loris","no context",34,2,3,4,4,"GOOD"
"loris","informative",32,5,5,5,5,"SAVE WILD ANIMALS"
"loris","no context",25,4,4,4,4,"safe handling"
"loris","informative",25,4,4,5,4,"animal"
"gorilla","no context",32,4,4,4,4,"animal loce strategegy"
"gorilla","informative",43,3,4,5,3,"the post is look like beautiful"
"gorilla","informative",43,3,4,5,3,"the post is look like beautiful"
"gorilla","no context",37,4,3,4,5,"one gorilla sitting in forest and near to one man"
"gorilla","informative",70,5,1,1,5,"humanity"
"gorilla","no context",29,5,4,5,5,"Gorilla"
"loris","informative",24,5,5,4,5,"Research"
"gorilla","informative",30,4,4,4,4,"MONKEY"
"gorilla","no context",30,5,4,4,5,"animals and human are mountains hills"
"loris","informative",55,4,1,1,5,"Monkey "
"loris","no context",40,4,4,4,4,"research subject "
"loris","no context",46,4,4,4,4,"careness"
"loris","no context",26,4,5,4,4,"me with my research subject "
"gorilla","informative",24,4,2,4,4,"Pioneer"
"gorilla","no context",25,5,2,4,4,"ape"
"gorilla","no context",25,5,2,4,4,"ape"
"gorilla","no context",30,4,4,4,4,"animal"
"gorilla","no context",30,4,4,4,4,"animal"
"loris","no context",30,4,2,2,4,"GOOD FEEL"
"gorilla","informative",35,3,1,1,1,"gorilla"
"loris","informative",28,4,4,4,5,"Cute"
"loris","no context",36,2,1,1,2,"AGLY"
"gorilla","informative",46,4,4,4,4,"animal"
"gorilla","no context",62,5,5,5,4,"wildlife"
"gorilla","no context",31,4,1,1,2,"apes"
"gorilla","informative",62,4,4,3,4,"man vs wild"
"gorilla","informative",41,3,3,4,4,"Survival"
"loris","no context",22,4,4,5,4,"Save the animals"
"loris","informative",62,5,5,4,4,"love"
"gorilla","no context",63,5,5,5,5,"nice"
"gorilla","informative",44,4,3,3,4," Excitement"
"gorilla","informative",46,4,4,4,4,"SAD"
"loris","no context",31,4,5,4,4,"LEMUR MONKEY"
"gorilla","no context",23,4,2,4,4,"Nothing"
"gorilla","no context",25,4,4,4,5,"In this post the man and the gorilla looking together"
"gorilla","no context",41,4,2,5,4,"amazing"
"gorilla","informative",30,4,4,4,4,"gorilla"
"gorilla","informative",29,4,1,1,4,"Terrifying"
"gorilla","no context",33,5,4,5,5,"Wildlife Images"
"loris","informative",44,4,1,1,4,"Uninteresting"
"gorilla","no context",30,5,4,4,5,"Gorilla"
"gorilla","informative",45,4,1,4,4,"Cute"
"loris","no context",28,5,2,2,2,"odd"
"loris","no context",30,4,4,1,4,"wet"
"gorilla","informative",25,2,4,5,4,"very friendly"
"loris","no context",70,4,1,1,2,"dangerous"
"loris","informative",59,2,2,1,3,"Wild"
"loris","informative",59,2,2,1,3,"Wild"
"loris","no context",34,4,4,1,4,"Cute"
"loris","no context",34,4,4,1,4,"Cute"
"gorilla","no context",53,3,4,3,4,"man see the gorilla"
"gorilla","informative",57,4,2,2,5,"gorilla"
"gorilla","informative",37,3,1,2,3,"Unsafe"
"gorilla","informative",30,5,5,5,5,"Amazing"
"loris","no context",30,4,4,5,4,"animals"
"gorilla","no context",28,4,4,4,4,"gorilla"
"gorilla","no context",19,2,1,2,3,"Bad"
"gorilla","no context",32,4,1,2,5,"gorilla"
"gorilla","no context",34,4,4,5,4,"CUTE AND GOOD PHOTOGRAPHY"
"loris","no context",37,4,4,4,5,"Wildlife"
"gorilla","no context",31,3,3,4,4,"THE MAN SEE THE GORILA"
"gorilla","informative",31,4,4,4,4,"FEAR"
"gorilla","no context",54,2,1,1,2,"jungle"
"loris","no context",38,4,4,4,4,"EXCITING"
"gorilla","no context",30,4,4,4,4,"good"
"loris","no context",42,5,5,5,5,"energetic"
"gorilla","no context",45,3,1,2,3,"interesting"
"loris","no context",42,4,4,1,5,"Love"
"loris","no context",57,4,4,1,3,"Amazing "
"loris","informative",54,4,1,3,4,"sad"
"gorilla","informative",48,5,1,5,4,"wildlife"
"gorilla","informative",30,4,4,4,5,"nice"
"loris","informative",35,4,5,2,4,"cute"
"gorilla","no context",32,4,4,4,4,"Big"
"loris","informative",25,4,4,4,5,"the animal candle the safe"
"loris","informative",33,5,2,1,4,"Testing on animals "
"loris","informative",61,5,1,1,1,"primate"
"loris","no context",45,2,2,2,5,"Sad"
"loris","no context",43,3,4,1,4,"perplexed "
"loris","informative",25,4,4,4,5,"animal"
"gorilla","informative",48,4,2,2,4,"jungle"
"loris","informative",32,4,5,4,3,"Cute"
"loris","informative",44,4,4,4,4,"nice"
"loris","no context",25,4,4,4,4,"pretty"
"loris","informative",32,4,2,1,5,"Wildlife"
"loris","no context",30,4,4,4,3,"me with my research"
"gorilla","informative",43,5,1,1,2,"Majestic "
"gorilla","no context",25,5,4,4,4,"wldlife images"
"loris","informative",66,4,5,4,5,"friendly"
"gorilla","informative",38,4,2,4,4,"Impressive "
"gorilla","informative",55,5,4,4,4,"Wildlife photography"
"loris","no context",25,4,4,4,4,"Nice"
"gorilla","informative",24,5,1,5,4,"Nature"
"loris","informative",29,5,1,1,2,"Research"
"loris","informative",25,4,4,5,4,"I like this image very mch the animal look very kind "
"loris","no context",25,5,1,1,2,"Fake"
"loris","informative",40,5,5,5,5,"HUMANITY"
"loris","informative",40,5,1,5,5,"Embarassment"
"loris","informative",23,2,4,4,5,"save wildlife"
"gorilla","informative",48,4,4,4,4,"gorillas"
"gorilla","informative",26,4,4,4,5,"save mountain gorilla life"
"loris","informative",28,4,4,4,4,"This animal very poor"
"gorilla","informative",43,4,4,4,4,"All animals have proper immune system"
"gorilla","no context",25,5,5,5,5,"it is good picture and it shown about human and animals love eachother"
"loris","no context",25,4,4,1,4,"MANGOOS"
"gorilla","no context",25,5,2,4,5,"MINDBLOWING"
"gorilla","informative",55,4,4,4,4,"good"
"gorilla","no context",35,4,2,4,5,"To save wild life "
"gorilla","informative",27,4,5,4,4,"KINDNESS"
"loris","no context",25,4,4,4,4,"CUTE "
"loris","informative",25,3,3,3,3,"Wildlife conservation is important"
"loris","no context",24,3,3,3,3,"pramotaligist"
"gorilla","informative",32,4,5,4,5,"amazing"
"gorilla","no context",32,4,4,4,4,"beautiful"
"gorilla","no context",26,4,4,4,4,"mountain gorila"
"gorilla","informative",75,4,2,4,2,"habitat"
"gorilla","informative",32,5,5,5,5," Wildlife"
"gorilla","no context",25,4,4,4,4,"funny"
"gorilla","informative",25,2,2,1,4,"gorilla"
"gorilla","no context",62,4,4,4,4,"Gorilla is quite"
"loris","no context",30,2,4,2,3,"it is a research"
"gorilla","no context",25,4,4,4,4,"The post is good"
"gorilla","no context",51,4,1,1,2,"serious"
"gorilla","informative",32,5,4,4,5,"Wildlife"
"loris","informative",30,5,5,5,5,"GOOD"
"loris","informative",39,4,1,1,1,"Nothing"
"loris","informative",31,5,2,1,4,"Cute"
"gorilla","no context",39,5,5,5,5,"HAPPY FREEDOM ANIMALS "
"loris","no context",32,4,5,5,4,"research"
"loris","no context",66,2,1,2,2,"nature"
"gorilla","informative",34,5,4,5,5,"good"
"loris","informative",25,4,4,4,5,"Pretty"
"loris","informative",53,4,4,4,4,"come to	dawn on"
"loris","informative",40,5,5,5,5,"goods"
"loris","informative",33,4,1,1,4,"surprising"
"loris","informative",32,5,1,1,4,"nature"
"loris","informative",40,4,4,4,5,"save animals "
"gorilla","no context",61,3,1,5,4,"gravitas"
"gorilla","no context",37,3,1,1,1,"Dangerous "
"gorilla","no context",49,4,1,3,4,"Compassion"
"loris","no context",41,5,1,4,4,"monkey"
"loris","no context",25,5,4,4,2,"it will be nice "
"loris","no context",28,3,4,3,4,"A pet at home is very safe for us"
"gorilla","informative",29,4,4,4,4,"All animals are observed safely "
"loris","informative",70,4,1,1,2,"sweet"
"loris","informative",25,4,4,4,4,"safehandling"
"gorilla","no context",68,3,1,1,3,"dangerous"
"gorilla","no context",68,3,1,1,3,"dangerous"
"loris","no context",29,4,2,2,4,"danger"
"loris","no context",29,4,2,2,4,"danger"
"gorilla","informative",35,4,1,2,4,"photoshop"
"loris","informative",24,4,5,4,4,"SAVE ANIMALS "
"loris","no context",50,2,2,2,4,"Marsupial "
"loris","no context",25,4,4,4,5,"interesting"
"gorilla","informative",25,4,4,5,5,"very different thought"
"loris","no context",25,5,4,4,5,"Cute"
"loris","no context",30,4,4,4,5,"animals"
"loris","no context",30,4,4,4,5,"animals"
"loris","informative",30,4,4,4,5,"Research"
"loris","informative",30,4,4,4,5,"Research"
"gorilla","no context",25,5,4,4,4,"nature"
"gorilla","informative",41,4,4,4,4,"Happy"
"loris","no context",26,5,5,5,4,"Good ones"
"loris","no context",51,5,4,4,4,"I DONT LIKE THIS PIC"
"loris","informative",51,5,4,5,4,"I'm really love it Animals All animal captured and handled safely"
"loris","no context",25,5,5,4,5,"very good"
"gorilla","informative",44,5,4,5,5,"SAVE THE WILD ANIMALS"
"gorilla","informative",22,4,4,2,4,"good"
"loris","no context",40,4,4,4,4,"lemur monkey "
"loris","no context",30,4,4,2,4,"sorry"
"loris","no context",35,3,4,4,3,"INTIMACY"
"gorilla","informative",29,5,5,5,5,"good"
"gorilla","no context",40,4,4,4,4,"gorilla"
"loris","informative",32,4,4,4,4,"very nice"
"gorilla","no context",30,4,4,4,4,"good"
"gorilla","no context",42,4,3,4,4,"Gorilla"
"loris","no context",25,4,4,4,4,"search"
"gorilla","informative",54,5,1,4,2,"research"
"gorilla","no context",30,4,5,4,4,"Love"
"loris","informative",45,2,4,3,4,"dream jop"
"gorilla","no context",24,4,2,4,2,"gorilla"
"gorilla","no context",30,5,1,5,5,"Amazing"
"loris","no context",25,4,5,4,4,"Beautiful"
"loris","no context",64,4,1,2,3,"research"
"loris","informative",35,5,5,4,4,"monkey"
"gorilla","no context",30,4,5,4,4,"GORILLA"
"gorilla","no context",47,5,4,4,5,"good post"
"loris","no context",44,5,5,1,5,"cute"
"gorilla","no context",25,4,4,4,4,"wonderful"
"loris","informative",34,4,4,4,5,"save animals "
"gorilla","no context",37,5,4,5,4,"monke"
"gorilla","informative",26,5,1,1,4,"Helping"
"loris","no context",44,5,2,1,4,"cute"
"gorilla","no context",36,4,4,4,5,"excited"
"loris","informative",35,3,2,2,4,"scary"
"gorilla","informative",28,4,3,2,4,"Fascinating "
"gorilla","informative",26,4,4,4,4,"research"
"gorilla","no context",58,5,5,4,5,"ANIMALS ARE ALWAYS WELL"
"loris","no context",30,4,4,5,4,"good"
"loris","informative",35,4,1,1,5,"Tiny"
"loris","informative",29,5,1,4,5,"research with proper permits and training"
"loris","no context",25,4,5,4,4,"monkey"
"gorilla","informative",25,5,2,4,4,"THIS ANIMAL IS LOOK GOOD"
"gorilla","no context",32,3,4,3,4,"Nothing"
"loris","informative",58,3,1,1,2,"boring"
"gorilla","informative",30,4,4,4,4,"Every animal in the world needs to be taken care by providing them food shelter and veterinary care"
"loris","no context",26,4,3,1,2,"pal"
"loris","informative",30,1,1,1,1,"being"
"gorilla","no context",33,5,1,1,2,"fake"
"gorilla","no context",24,4,4,4,4,"NICE"
"loris","no context",30,2,2,5,4,"aggresive"
"gorilla","no context",52,3,1,1,3,"wild"
"loris","no context",62,4,4,4,4,"Animals beautiful picture"
"gorilla","no context",43,4,1,1,4,"Scary"
"loris","informative",30,4,4,4,4,"beast"
"loris","no context",25,4,2,2,5,"cute"
"loris","no context",25,4,4,4,5,"Resource"
"gorilla","no context",22,4,4,4,5,"Gorilla"
"loris","informative",25,5,5,5,5,"CARING ANIMAL IS IMPORTANT"
"gorilla","no context",26,4,4,5,4,"mountain gorilla in the forest "
"gorilla","informative",32,4,4,4,4,"FEAR"
"gorilla","no context",30,5,4,4,5,"good"
"gorilla","no context",52,4,5,5,4,"pet"
"loris","no context",57,5,4,4,5,"jessd"
"loris","informative",29,5,4,4,4,"all animals"
"loris","informative",47,4,4,4,4,"come to	dawn on"
"gorilla","no context",25,4,4,4,3,"nice"
"loris","informative",34,2,5,5,5,"animal kindness"
"gorilla","no context",50,4,4,4,4,"nice"
"gorilla","informative",50,5,1,2,4,"scary"
"loris","no context",30,4,4,4,4,"GOOD"
"gorilla","no context",26,5,5,4,5,"A MAN SEE TO KORILLA"
"gorilla","informative",36,4,5,4,4,"very nice"
"gorilla","informative",25,4,4,4,4,"torture"
"gorilla","no context",37,4,3,2,5,"Save Wild Animals"
"loris","informative",35,4,2,2,3,"interesting"
"loris","informative",35,4,4,2,5,"cute"
"loris","informative",35,5,5,5,5,"yes"
"gorilla","no context",30,5,5,5,4,"Unique"
"gorilla","informative",44,5,3,4,4,"Majestic "
"gorilla","informative",35,4,4,5,2,"post is beautiful"
"loris","no context",46,4,1,2,2,"Cute"
"gorilla","informative",32,4,5,4,4,"VERY NICE SURVEY"
"loris","informative",25,4,4,4,4,"monkey"
"gorilla","informative",25,5,4,4,5,"gorilla"
"gorilla","informative",30,4,5,4,4,"All animals are observed safely and humanely for research with the proper permits and training very important "
"gorilla","informative",66,5,5,5,5,"i love the animal"
"gorilla","informative",35,5,5,4,5,"animals "
"loris","informative",27,5,4,5,5,"good"
"gorilla","informative",28,5,5,5,5,"gorila"
"gorilla","no context",25,5,5,5,5,"Gorilla is a very helpful in person life"
"gorilla","informative",30,2,4,2,2,"mountain gorillas"
"loris","informative",44,4,1,1,4,"research"
"gorilla","no context",33,4,4,4,4,"happy"
"gorilla","informative",25,4,3,3,4,"Safe the wild animals that is very important"
"loris","no context",25,4,4,4,3,"IT WILL BE GOOD "
"loris","informative",44,4,1,1,4,"animal cruelty"
"loris","informative",65,4,2,1,3,"amazing "
"loris","informative",51,4,4,4,4,"happy"
"gorilla","no context",25,1,1,1,1,"movtian gorila"
"gorilla","informative",30,3,2,5,5,"Gorilla"
"gorilla","informative",30,3,2,5,5,"Gorilla"
"gorilla","informative",29,5,1,1,3,"Good"
"gorilla","informative",29,5,1,1,3,"Good"
"loris","no context",27,4,5,4,4,"cute"
"loris","no context",41,4,4,4,4,"i fell happy"
"loris","informative",25,4,5,5,4,"researching animals"
"loris","no context",30,5,4,5,5,"Wow"
"loris","informative",57,4,4,4,4,"good"
"gorilla","no context",35,4,1,1,2,"Dangerous"
"gorilla","no context",35,4,1,1,2,"Dangerous"
"gorilla","informative",44,4,4,4,4,"animal proper "
"gorilla","informative",44,4,4,4,4,"animal proper "
"loris","no context",30,5,5,5,5,"Nice"
"gorilla","no context",27,5,2,5,5,"Animals are very lovable when you give true love to them  "
"gorilla","informative",66,4,2,4,5,"Pity"
"gorilla","informative",35,4,4,1,4,"nature"
"loris","informative",51,5,1,1,4,"cute"
"loris","no context",36,4,5,4,5,"GOOD"
"gorilla","no context",48,4,1,2,4,"ignore"
"gorilla","informative",31,5,5,5,5,"It was cute picture"
"loris","informative",25,4,5,4,3,"THIS ANIMAL IS LOOK GOOD"
"gorilla","informative",59,5,1,1,3,"fascinating"
"loris","no context",43,4,2,2,4,"cute"
"loris","informative",23,4,4,4,4,"innocent"
"gorilla","no context",25,4,5,4,4,"Perfect"
"loris","no context",49,4,5,4,4,"ME WITH MY RESARCH SUBJECT"
"gorilla","informative",33,4,1,1,4,"Harambe"
"loris","no context",25,5,4,4,4,"BEAUTIFUL"
"loris","no context",25,5,4,4,4,"BEAUTIFUL"
"gorilla","informative",26,5,5,5,5,"good ones"
"gorilla","informative",26,5,5,5,5,"good ones"
"loris","informative",49,4,1,2,3,"Interesting"
"loris","informative",67,5,4,4,4,"safely and humanly"
"gorilla","no context",30,5,5,5,5,"Amazing"
"loris","informative",24,4,1,1,3,"Cute"
"loris","informative",43,5,4,5,5,"i like this post"
"gorilla","informative",52,5,1,1,4,"ape"
"loris","informative",31,4,3,4,4,"Cutee one"
"gorilla","no context",27,4,4,4,4,"Good "
"loris","informative",25,5,5,5,5,"animal"
"gorilla","informative",30,5,1,5,5,"Amazing"
"loris","no context",25,4,4,4,4,"wildlife animal"
"gorilla","informative",35,5,4,5,4,"VERY NICE"
"loris","no context",25,4,5,5,4,"NATURE"
"gorilla","informative",38,1,1,1,5,"Fake"
"gorilla","informative",32,4,1,5,2,"Primate"
"loris","no context",33,2,2,4,2,"Animals are protected them"
"loris","informative",35,4,5,5,4,"yes"
"gorilla","no context",54,3,1,1,2,"awe"
"gorilla","informative",54,4,2,4,4,"one off the mountain gorillas research with the proper permits and training"
"gorilla","informative",37,4,1,2,4,"gorilla"
"gorilla","no context",47,4,4,4,5,"Wildlife"
"loris","no context",34,4,4,2,4,"this very usefull comment"
"loris","no context",32,4,4,5,4,"save the animals"
"gorilla","no context",50,5,4,4,4,"gorilla"
"gorilla","no context",43,5,1,1,2,"interesting"
"gorilla","informative",25,4,4,4,4,"animals are safely taken for the pictures"
"loris","no context",38,5,5,5,5,"cute "
"gorilla","no context",29,4,1,2,4,"Observing"
"gorilla","no context",25,4,3,4,4,"save the animals"
"gorilla","informative",31,4,4,4,4,"More Safety to get in"
"loris","no context",25,4,5,4,4,"The animal look very very cute "
"loris","no context",25,4,2,4,4,"danger"
"loris","no context",41,5,4,4,5,"Cute"
"gorilla","no context",44,4,5,5,4," IT IS VERY BEAUTIFUL AND ATTRACTIVE"
"gorilla","no context",36,5,4,5,5,"SAVE ANIMALS"
"loris","no context",57,3,2,2,3,"Pain"
"loris","informative",50,2,1,1,3,"maltrato animal"
"gorilla","informative",25,5,5,5,5,"nature"
"loris","informative",27,4,4,4,4,"Monkey"
"loris","informative",19,4,4,4,4,"pity"
"loris","no context",39,4,2,2,2,"monkey"
"gorilla","informative",25,5,3,4,5,"Torture"
"loris","informative",29,4,1,1,2,"Good"
"loris","informative",29,4,1,1,2,"Good"
"gorilla","informative",33,4,5,4,4,"JOYFUL"
"gorilla","informative",33,4,5,4,4,"JOYFUL"
"loris","no context",48,5,4,4,4,"to save the animal for the world"
"gorilla","no context",35,4,4,4,4,"happy"
"gorilla","no context",40,2,4,4,3,"good photographer "
"gorilla","no context",40,2,4,4,3,"good photographer "
"loris","no context",25,2,4,4,4,"Th animal look very friendly nice "
"loris","no context",25,2,4,4,4,"Th animal look very friendly nice "
"loris","no context",52,4,2,2,4,"Scared"
"gorilla","no context",25,4,4,2,4,"The gorilla look very great and very nice to watch "
"loris","informative",28,4,4,4,4,"good"
"gorilla","no context",35,4,4,4,4,"Humanity"
"loris","no context",30,5,5,5,4,"good"
"gorilla","informative",29,5,5,5,5,"mountain gorila"
"loris","informative",25,4,4,5,4,"Cute"
"loris","no context",25,4,5,4,4,"safe handling"
"loris","no context",49,5,4,4,5,"Cute"
"loris","no context",53,4,1,1,1,"Adorable"
"gorilla","no context",35,5,5,4,5,"gorilla"
"gorilla","no context",37,5,4,2,4,"Me with the Mountain Ghorillah"
"gorilla","no context",30,5,5,5,5,"GOOD"
"gorilla","no context",30,5,5,5,5,"GOOD"
"gorilla","informative",38,5,2,1,4,"Fascinating "
"gorilla","informative",29,5,5,5,5,"mountain corilla"
"gorilla","no context",56,3,1,1,5,"habitat"
"loris","no context",60,4,2,2,2,"CUTE"
"loris","no context",25,4,4,4,4,"i like this picture very happend"
"loris","no context",25,4,4,4,4,"i like this picture very happend"
"loris","informative",45,4,2,4,4,"moncky"
"loris","informative",45,4,2,4,4,"moncky"
"gorilla","informative",78,5,1,4,4,"beautiful"
"loris","no context",64,4,2,1,4,"research"
"loris","no context",30,4,5,4,4,"Research"
"gorilla","informative",27,4,3,4,4,"ITS VERY NATURAL"
"gorilla","informative",24,2,5,2,2,"relation "
"loris","no context",46,4,4,4,4,"SO GOOD"
"loris","informative",45,5,5,5,5,"That animal was very cute"
"gorilla","informative",35,4,2,2,4,"Interesting"
"gorilla","informative",44,5,1,2,4,"connection"
"gorilla","informative",30,4,5,5,4,"king kong"
"gorilla","informative",31,3,1,1,3,"leave them alone"
"loris","no context",34,4,4,4,4,"Careness"
"gorilla","no context",38,4,5,2,4,"monkey"
"gorilla","informative",33,4,2,5,5,"Life is  Nice"
"gorilla","no context",32,5,1,1,3,"nature"
"gorilla","informative",32,5,5,2,4,"kingkong"
"loris","no context",25,4,4,4,4,"THIS POST IS REMAIN TO SAVE THE ANIMALS"
"loris","no context",47,3,2,1,2,"Arrogance"
"loris","no context",25,5,4,4,4,"cute baby slender "
"loris","no context",32,4,4,1,2,"Adorable"
"loris","no context",25,4,4,4,4,"The image look very nice and watch many time "
"loris","no context",26,5,5,5,5,"eyes"
"loris","no context",35,3,5,1,4,"FORGIVENES"
"loris","informative",34,5,5,4,5,"very nice to see this post"
"loris","no context",32,5,4,4,4,"Animal happiness defined in this way is about the balance of positive and negative affect of people"
"gorilla","informative",40,4,1,1,2,"gorilla"
"gorilla","informative",21,5,1,5,4,"Curiosity"
"loris","no context",23,4,4,4,4,"LOOK BEAUTIFUL"
"loris","no context",32,4,5,4,5,"FEAR"
"gorilla","informative",34,5,4,4,4,"Enjoyable"
"loris","informative",28,4,4,5,5,"Happy"
"loris","informative",29,4,3,4,4,"Amazing"
"gorilla","no context",37,4,2,3,4,"MOUNTAIN GORIALLA "
"gorilla","informative",50,4,2,2,4,"fake"
"gorilla","informative",38,4,2,2,4,"exciting"
"gorilla","no context",32,5,5,5,5,"nice"
"loris","informative",40,5,5,5,4,"pet"
"loris","informative",30,5,5,5,5,"Wow"
"gorilla","no context",25,3,1,4,4,"CUTE "
"loris","no context",31,2,2,2,2,"Small"
"loris","informative",25,4,4,4,4,"no comments"
"gorilla","no context",37,4,1,1,5,"danger "
"gorilla","no context",29,5,5,4,5,"happy"
"loris","informative",30,4,1,1,4,"Cute"
"gorilla","informative",49,4,1,1,4,"danger"
"loris","no context",31,4,4,4,4,"HAPPY TO SEE"
"loris","informative",30,4,4,4,4,"unique"
"loris","informative",46,4,4,3,4,"Excitement"
"gorilla","no context",46,4,1,2,2,"The humanlike expressions of some animals"
"loris","informative",32,5,5,4,4,"nice"
"loris","no context",34,5,2,1,5,"Scary"
"gorilla","no context",25,2,3,3,3,"nice"
"gorilla","no context",30,5,5,5,5,"nothing"
"loris","informative",29,5,5,4,4,"Amazing with this post"
"loris","informative",35,5,5,5,5,"a small primate with very big red eyes rounded ears and arms and legs which are long and slim"
"gorilla","informative",36,4,4,4,4,"MY BROTHER"
"gorilla","no context",25,4,4,4,4,"unique"
"loris","informative",43,3,3,1,2,"surprised "
"gorilla","no context",29,4,2,2,4,"conversation"
"gorilla","no context",45,4,4,4,4,"interesting"
"loris","no context",70,4,1,1,2,"sad"
"loris","no context",25,1,2,1,2,"back button"
"gorilla","no context",50,5,1,5,1,"Wildlife"
"gorilla","no context",50,5,1,5,1,"Wildlife"
"gorilla","informative",28,4,5,5,4,"dangerous"
"gorilla","informative",28,4,5,5,4,"dangerous"
"loris","informative",22,4,2,1,2,"Cute"
"gorilla","informative",38,4,5,4,4,"Wildlife"
"gorilla","informative",21,5,5,5,4,"humanely"
"loris","no context",38,4,5,5,5,"HUMINITY"
"gorilla","no context",46,4,2,4,5,"fearless"
"gorilla","informative",41,5,1,2,1,"danger"
"gorilla","no context",37,4,3,3,4,"man see the gorilla"
"loris","no context",30,5,5,4,4,"animal"
"gorilla","no context",25,4,3,4,5,"King Kong"
"gorilla","no context",30,3,2,4,3,"awe"
"gorilla","no context",25,5,4,2,4,"kingkong"
"loris","no context",38,4,2,1,2,"sad"
"loris","no context",51,4,2,2,4,"nocturnal"
"gorilla","informative",25,3,3,5,5,"Mountain gorillas research"
"loris","informative",27,4,1,2,5,"protect"
"loris","informative",37,5,1,1,4,"Adorable"
"gorilla","no context",51,4,1,1,1,"monkey is good"
"gorilla","informative",32,4,5,4,4,"Good"
"gorilla","no context",27,5,3,4,4,"mountain gorilla"
"gorilla","no context",59,4,4,4,4,"good"
"gorilla","no context",59,4,1,2,2,"Awe"
